model,engine_power,age_in_days,km,previous_owners,lat,lon,price
lounge,51,762,25100,1,44.09373856,12.39601994,10900
lounge,51,2588,52000,1,44.55202866,7.725810051,7450
lounge,51,670,33000,1,41.90322113,12.49565029,10470
pop,51,366,21000,1,45.58409119,9.270959854,9900
lounge,51,640,37428,1,41.10787964,14.20880985,9400
pop,51,3957,95200,1,43.78237152,11.25498962,5300
lounge,51,2953,121000,1,41.8230896,12.80220985,7495
lounge,51,4169,100000,1,40.86045837,14.52779961,4300
sport,51,2588,51000,1,45.53659058,10.23204041,7900
lounge,51,762,17000,1,44.55202866,7.725810051,9850
pop,51,1400,25315,1,45.06967926,7.704919815,8200
lounge,62,3074,129000,1,45.07014847,11.78954983,5799
pop,51,1370,91743,1,44.50883865,11.46907997,7450
lounge,51,4414,140000,1,44.09373856,12.39601994,5500
lounge,51,670,40000,1,41.90322113,12.49565029,9970
lounge,51,425,19201,1,40.63722992,15.7992897,10800
pop,51,1766,45000,1,45.43830109,10.99170017,8000
lounge,51,670,32717,1,41.10787964,14.20880985,9400
lounge,51,397,14994,1,45.35776901,9.612210274,10950
lounge,51,2192,86500,1,45.56373978,9.97453022,6800
sport,51,3227,66000,1,41.07221985,14.02285004,5800
lounge,51,762,60000,2,45.32001114,10.57859039,9400
lounge,51,821,19000,2,44.55202866,7.725810051,10050
lounge,51,2251,62061,2,45.06967926,7.704919815,7400
lounge,51,456,19834,1,41.90322113,12.49565029,9100
pop,51,4383,30000,1,45.55812073,9.213609695,6900
lounge,51,1858,64000,1,43.78237152,11.25498962,7700
lounge,51,670,33000,1,41.90322113,12.49565029,10470
lounge,51,790,33232,1,42.94897842,13.87775993,9900
lounge,51,701,20300,1,45.68825912,8.731450081,10700
lounge,51,701,32633,1,41.10787964,14.20880985,8900
lounge,51,3258,49204,1,43.78451157,10.92465973,6900
lounge,51,2831,26000,1,44.69559097,10.64124966,7450
lounge,51,2192,86500,1,45.49134827,10.21743965,6800
lounge,51,731,23000,1,44.13837051,12.23882008,9950
sport,51,3500,60000,2,45.32001114,10.57859039,6900
lounge,51,762,16000,2,44.55202866,7.725810051,9850
pop,51,366,10295,1,41.90322113,12.49565029,10100
lounge,51,456,13238,1,41.90322113,12.49565029,9100
lounge,51,701,28975,1,45.35438919,11.86925983,9700
lounge,51,701,19000,1,40.67237854,14.72821999,9999
pop,51,731,42990,1,44.50883865,11.46907997,9300
lounge,51,425,20066,1,45.72071838,7.321430206,10950
lounge,51,790,18840,1,41.90322113,12.49565029,8900
lounge,51,640,38722,1,41.10787964,14.20880985,8900
sport,62,3044,98000,1,45.70610046,11.80737019,6000
lounge,51,3623,99000,1,44.29430008,9.674440384,5800
pop,51,2009,73000,1,41.72117996,12.67368031,8700
lounge,51,3378,130000,1,45.74349976,11.65355968,6100
lounge,51,852,37657,1,43.20687866,13.28464031,10400
pop,51,4566,86000,1,45.06967926,7.704919815,5450
lounge,51,2527,58247,1,45.06967926,7.704919815,8500
lounge,51,790,34963,1,45.70724869,11.4776001,9700
lounge,51,3988,31487,1,45.32001114,10.57859039,5900
lounge,51,1127,37000,1,40.67237854,14.72821999,10500
lounge,51,2192,69000,1,41.90322113,12.49565029,7500
lounge,51,790,30365,1,41.90322113,12.49565029,8650
lounge,51,640,35983,1,41.10787964,14.20880985,9400
pop,51,2647,62000,1,41.90322113,12.49565029,6500
sport,62,2953,102800,1,45.0007019,7.68227005,6600
lounge,51,790,29220,1,41.90322113,12.49565029,8650
lounge,51,1308,31750,1,43.20687866,13.28464031,9800
pop,51,731,47725,1,44.00579071,12.65631962,10350
lounge,51,1521,27206,1,45.28242111,9.931300163,9950
lounge,51,701,20000,1,45.64250183,12.16362,9800
pop,51,2496,89000,1,40.66714096,16.60445023,8800
lounge,51,790,28191,1,43.52902985,12.16218376,9490
lounge,51,2251,73453,4,45.06312943,7.57679987,7300
pop,51,366,16500,1,45.61186981,8.85474968,10500
pop,51,366,11000,1,45.05659866,9.701760292,9900
lounge,51,609,31801,1,41.10787964,14.20880985,9400
lounge,51,790,47524,1,45.70724869,11.4776001,9900
lounge,51,3258,71000,1,45.50646973,8.815190315,7500
lounge,51,366,13180,1,41.90322113,12.49565029,10100
lounge,51,821,29560,1,41.90322113,12.49565029,10400
pop,62,2282,117000,1,45.50944901,9.088700294,7100
pop,51,1066,64700,1,45.53659058,10.23204041,8800
lounge,51,762,33245,1,41.10787964,14.20880985,10900
lounge,51,425,18641,1,45.70724869,11.4776001,10500
lounge,51,1400,21000,1,41.80298996,12.59893036,9590
lounge,51,487,2790,1,45.76697922,11.73840046,10400
lounge,51,3197,85373,1,45.06312943,7.57679987,5900
lounge,51,640,5591,1,46.01776123,11.90305996,10500
lounge,51,1766,66000,1,41.90322113,12.49565029,8900
lounge,51,701,35098,1,41.10787964,14.20880985,8900
lounge,51,1035,33000,1,41.66950989,12.50222969,9999
lounge,62,3013,73799,1,42.74776077,13.88801956,5500
lounge,51,4292,65000,1,44.58037186,10.73155022,5000
lounge,51,790,29395,1,41.90322113,12.49565029,8650
pop,62,3562,87000,1,44.06312943,12.44701004,3990
lounge,51,821,28000,1,45.64572144,11.78437042,9900
pop,51,1644,41195,1,41.90322113,12.49565029,8500
lounge,51,456,22000,1,45.96057129,8.449370384,10490
pop,51,3409,118000,1,44.09373856,12.39601994,5500
lounge,51,821,26333,1,41.60960007,12.54716969,9800
pop,62,2892,90211,2,45.06312943,7.57679987,6800
lounge,51,640,5591,1,45.40943909,11.87170982,10500
lounge,51,670,35016,1,41.10787964,14.20880985,9400
lounge,51,3623,97000,1,45.46796036,9.181779861,5300
lounge,51,2678,93000,1,45.13882065,9.054120064,5900
sport,51,3347,86000,1,45.56449127,10.11561012,5999
lounge,51,821,29370,1,41.90322113,12.49565029,10400
lounge,51,2131,79000,1,40.85470963,14.37921047,8190
lounge,51,3470,71500,1,41.46273041,12.90528011,6700
sport,73,4292,172000,1,41.90322113,12.49565029,4500
lounge,51,762,41827,1,45.6835289,11.95294952,9500
lounge,51,1886,59800,1,45.7832489,12.48812008,7900
lounge,62,3227,152577,1,40.74824142,14.52834988,6190
lounge,51,640,5591,1,45.92216873,12.36149979,10500
lounge,51,670,32855,1,41.10787964,14.20880985,9400
pop,51,943,55000,1,45.77859116,8.946249962,7500
pop,51,1492,83063,1,44.50883865,11.46907997,7450
pop,51,366,25955,1,45.46796036,9.181779861,10390
lounge,51,1858,42000,2,41.66950989,12.50222969,8400
lounge,51,2496,60000,2,40.85470963,14.37921047,6490
pop,51,790,45012,2,41.10787964,14.20880985,8500
lounge,51,2374,100000,1,40.92850113,14.20366955,5900
lounge,51,762,19785,1,45.35438919,11.86925983,9500
lounge,51,731,26521,1,42.10424042,13.60245895,10500
lounge,51,456,21907,1,43.4397583,13.60725975,10800
lounge,51,2831,41000,1,41.15206146,15.08308983,7900
pop,51,456,23000,1,41.90322113,12.49565029,9970
lounge,51,701,41740,1,41.10787964,14.20880985,9400
pop,51,1066,64500,1,45.56040955,8.059780121,7900
lounge,51,456,13716,1,45.39360046,10.48223972,10900
pop,51,790,32130,1,37.51858139,15.00710964,10900
pop,51,4200,131000,1,45.03190994,9.241109848,4500
pop,51,790,52274,1,41.10787964,14.20880985,8500
lounge,51,1035,40000,1,41.90322113,12.49565029,8900
pop,51,1492,91232,1,44.50883865,11.46907997,7450
lounge,51,425,17300,1,41.20264816,13.85301018,9900
pop,51,2009,58644,1,40.74824142,14.52834988,7390
lounge,51,3835,100000,1,44.71783829,8.287130356,5200
pop,51,397,19000,1,41.90322113,12.49565029,9970
lounge,51,548,12000,1,43.86373901,7.853020191,9990
lounge,51,670,43814,1,41.10787964,14.20880985,9400
lounge,51,366,9248,1,40.82139969,14.12238026,10000
pop,51,2435,130000,1,41.77008057,12.22710991,5900
lounge,51,762,10400,1,44.90724182,8.611559868,9900
lounge,51,1370,27512,1,45.62984848,9.155119896,9490
sport,51,4414,177000,1,46.49528122,11.35346031,5400
lounge,51,1005,47800,1,41.46273041,12.90528011,10300
lounge,51,3197,114500,1,46.07004929,11.11925983,7790
lounge,51,1766,56205,1,44.50883865,11.46907997,9300
sport,51,3712,130000,2,45.76197052,11.43605042,6000
lounge,51,4049,111498,4,45.64609909,10.49915981,6500
sport,73,4322,128000,1,45.06967926,7.704919815,4400
pop,51,397,18000,1,41.90322113,12.49565029,9970
lounge,51,397,17081,1,45.06967926,7.704919815,10900
lounge,51,670,41260,1,41.10787964,14.20880985,9400
lounge,51,366,9248,1,40.9952507,17.21916008,10000
lounge,51,1644,58243,1,45.43811035,12.31814957,9300
lounge,51,2861,84500,1,45.51256943,10.32901001,6500
pop,51,4322,132848,1,45.63243103,8.888850212,4900
lounge,51,3865,120000,1,45.50054932,9.326600075,4500
lounge,51,701,24446,1,40.40106964,15.59286976,10399
lounge,51,3258,77000,1,39.93104172,18.36047935,6900
pop,51,1370,106074,1,44.50883865,11.46907997,7450
sport,58,3684,62000,1,45.5198288,9.365619659,5800
lounge,51,3592,83721,1,40.83581161,14.50440979,5990
lounge,51,670,21000,1,43.71086121,10.78357983,10800
pop,51,4627,148000,1,45.35660172,9.203450203,3500
lounge,51,1492,30795,1,45.14241028,10.01521015,10700
lounge,51,670,36832,1,41.10787964,14.20880985,8900
lounge,51,1644,47500,1,44.90724182,8.611559868,9500
lounge,62,3347,94000,1,41.90322113,12.49565029,5800
lounge,51,4230,103518,1,45.43811035,12.31814957,4500
pop,51,2192,98000,1,45.42673111,9.064720154,6900
pop,73,4658,165000,2,45.58409119,9.270959854,3600
lounge,51,4658,56779,2,45.25130844,10.66870022,10900
pop,51,2861,77550,1,45.72039032,12.46597958,7100
pop,51,1492,88639,1,44.50883865,11.46907997,7450
pop,51,762,18000,1,41.90322113,12.49565029,8399
lounge,51,2162,71000,1,41.90322113,12.49565029,6890
lounge,51,2496,75000,1,45.57373047,8.913009644,6900
lounge,51,397,16100,1,41.90322113,12.49565029,9970
lounge,51,1613,65453,1,45.65016174,9.205189705,9900
lounge,51,670,35804,1,41.10787964,14.20880985,8900
lounge,51,366,9248,1,38.12207031,13.36112022,10000
lounge,62,2922,99400,1,44.64805984,7.650589943,5700
lounge,51,397,15042,1,45.43811035,12.31814957,10800
pop,51,2739,84000,1,45.42673111,9.064720154,7300
lounge,51,790,32000,1,41.57223892,13.33368969,9490
lounge,51,762,36463,1,41.10787964,14.20880985,10900
lounge,51,3684,78000,1,43.55290985,10.31997967,6500
lounge,51,2009,35552,1,42.56283188,12.64220047,8900
lounge,51,2739,93000,1,45.74077988,9.581009865,8800
lounge,51,456,9097,1,45.81475067,8.830129623,10700
lounge,51,790,34000,1,44.98553085,7.870960236,10500
lounge,51,790,26210,1,41.90322113,12.49565029,8750
lounge,62,3013,90000,1,45.06967926,7.704919815,7300
lounge,51,640,33141,1,41.10787964,14.20880985,8900
lounge,51,366,9248,1,43.78237152,11.25498962,10000
pop,51,4414,201000,1,45.14113998,9.10807991,2500
lounge,51,1978,59000,1,44.98873901,9.010499954,7190
pop,51,2831,83000,1,46.49528122,11.35346031,6800
lounge,51,731,10400,1,44.0098114,10.59037018,10800
lounge,51,731,17000,1,45.25130844,10.66870022,9100
lounge,51,2831,50247,1,44.05541992,12.57003975,7380
lounge,51,3227,78000,1,44.11185837,9.958860397,7800
lounge,51,1858,60000,1,41.35784912,13.42463017,8900
pop,51,731,34300,1,41.45072174,12.62502003,9490
lounge,51,790,29340,1,41.90322113,12.49565029,8650
lounge,51,701,29000,1,36.85583878,14.76047039,10700
pop,51,517,18000,1,40.91075134,14.50899029,10900
lounge,51,640,37307,1,41.10787964,14.20880985,8900
lounge,51,1096,50290,1,41.90322113,12.49565029,7100
lounge,51,701,19000,1,40.73484039,14.57341957,9499
pop,51,1978,53243,1,44.28387833,11.88813972,8990
lounge,51,1613,12400,1,45.45331955,10.40966988,10500
lounge,51,731,26200,1,44.0098114,10.59037018,10800
lounge,51,731,15000,1,45.25130844,10.66870022,9100
lounge,51,762,9900,1,45.70759964,8.911669731,10950
sport,62,2800,6200,1,43.37266159,13.21980953,7500
pop,51,762,15600,1,41.90322113,12.49565029,9900
pop,73,3623,133000,1,45.46796036,9.181779861,6300
lounge,51,821,29520,1,41.90322113,12.49565029,10400
sport,51,4139,87000,1,41.90322113,12.49565029,5900
pop,51,1766,55519,1,45.12158966,7.81551981,8700
lounge,51,701,38315,1,41.10787964,14.20880985,9400
lounge,51,366,9248,1,45.00674057,8.924189568,10000
lounge,51,1066,58600,1,44.90724182,8.611559868,8500
lounge,51,609,47989,1,41.10787964,14.20880985,9800
lounge,51,670,52400,1,43.25386047,11.81614971,8800
lounge,51,670,21000,1,44.0098114,10.59037018,10800
lounge,51,3835,96700,1,41.46273041,12.90528011,6300
lounge,51,821,14500,1,41.90322113,12.49565029,10600
lounge,51,790,40100,1,45.33407974,11.37687016,10200
pop,51,701,13947,1,45.43811035,12.31814957,9700
lounge,51,2192,106000,1,40.56388855,17.33919907,7500
sport,51,3470,139750,3,41.2329483,16.29486084,5800
pop,51,731,56000,3,40.8401413,14.25226021,8900
pop,51,2070,97677,1,42.51440811,14.14770985,7790
lounge,51,670,23458,1,41.10787964,14.20880985,9400
lounge,51,366,9248,1,39.21453857,9.110489845,10000
pop,51,2404,85000,1,43.52902985,12.16218376,6499
lounge,51,609,45053,1,41.10787964,14.20880985,9600
lounge,51,3227,68000,1,39.84526062,18.36552048,7450
pop,51,731,17400,1,44.0098114,10.59037018,10800
lounge,51,2466,47524,1,45.06967926,7.704919815,7950
sport,62,3074,112117,1,45.25228119,8.742609978,8900
pop,62,1797,32000,1,40.91109085,14.39820957,10500
lounge,51,456,13000,1,45.96057129,8.449370384,10490
lounge,51,3347,138000,2,45.5320015,9.28153038,4600
pop,51,4169,143253,2,43.70996094,10.3994503,3900
pop,51,2404,80613,2,41.90322113,12.49565029,6900
lounge,51,3227,140000,2,41.7690506,12.66281033,4800
lounge,51,609,34782,2,41.10787964,14.20880985,8900
lounge,51,366,9248,1,44.50482178,11.34517956,10000
sport,51,4261,105000,1,45.69655991,9.064319611,4900
lounge,51,670,36900,1,40.91411972,14.26638985,8900
lounge,51,366,12000,1,42.09685898,11.78981018,9990
pop,51,1492,59000,1,44.0098114,10.59037018,7500
lounge,51,1492,56779,1,45.25130844,10.66870022,10900
lounge,51,4200,110000,1,41.90322113,12.49565029,4999
lounge,51,425,19570,1,45.6835289,11.95294952,10500
lounge,51,790,33869,1,43.52902985,12.16218376,9490
pop,51,701,39162,1,45.5712204,9.159139633,9780
lounge,51,3743,128000,1,37.50395966,14.96681023,6700
pop,51,4049,163000,1,45.66228104,9.631299973,4900
lounge,51,1066,69000,1,41.90322113,12.49565029,8900
lounge,51,670,42207,1,41.10787964,14.20880985,8900
lounge,51,4414,149326,1,45.81071091,9.08714962,3900
pop,51,2739,91000,1,45.69655991,9.064319611,7800
lounge,51,2466,110000,1,45.06967926,7.704919815,5990
pop,51,1886,33530,1,40.82139969,14.12238026,7300
lounge,51,670,26500,1,44.0098114,10.59037018,10800
lounge,51,670,56779,1,45.25130844,10.66870022,10900
lounge,51,1797,71800,1,45.81475067,8.830129623,9300
pop,51,2039,47000,1,43.52902985,12.16218376,7490
sport,51,701,39162,1,40.75220871,14.45341015,9879
lounge,51,790,36624,1,45.02238846,7.586019993,8990
lounge,51,1155,27944,1,45.49134827,10.21743965,9900
pop,51,701,42000,1,45.67449188,12.15540028,8450
lounge,51,640,38231,1,41.10787964,14.20880985,8900
lounge,51,2616,56000,1,45.58409119,9.270959854,7699
pop,51,3835,160000,1,45.57213974,9.768670082,5700
lounge,51,762,60000,2,45.43830109,10.99170017,9400
pop,51,366,19500,2,44.0098114,10.59037018,9900
lounge,51,790,28291,1,40.40106964,15.59286976,9499
pop,51,1552,54000,1,43.46353912,11.87765026,11000
lounge,51,456,22172,1,44.41175842,12.2040596,10900
lounge,51,2466,83490,3,43.52902985,12.16218376,6490
pop,51,701,39162,3,40.75220871,14.45341015,9879
sport,51,4049,98000,1,41.90322113,12.49565029,5500
lounge,51,731,17400,1,45.64250183,12.16362,9800
lounge,51,640,34419,1,41.10787964,14.20880985,8900
lounge,51,762,18467,1,40.40106964,15.59286976,9999
lounge,51,397,13546,1,41.90322113,12.49565029,9550
pop,51,670,45400,1,43.88188934,10.80235004,10500
sport,51,3500,60000,2,45.43830109,10.99170017,6900
pop,51,4474,119000,2,45.6563797,9.50508976,4700
pop,51,4049,140000,2,40.40106964,15.59286976,5700
lounge,51,2527,117000,2,45.78366852,8.967240334,7885
lounge,51,1278,24162,1,45.06967926,7.704919815,8990
lounge,51,821,32150,1,45.51285172,9.980259895,10400
sport,51,701,56779,1,41.90322113,12.49565029,10180
lounge,51,821,14900,1,45.64250183,12.16362,9800
lounge,51,2101,80133,1,45.46796036,9.181779861,7990
lounge,51,670,35985,1,41.10787964,14.20880985,8900
lounge,51,397,13017,1,41.90322113,12.49565029,9550
lounge,51,366,7200,1,41.90322113,12.49565029,10500
pop,51,366,11200,1,45.54597855,12.16055965,9490
lounge,51,456,16000,1,45.96057129,8.449370384,10490
pop,51,2527,106000,1,45.76464844,8.99450016,6900
lounge,51,2647,70000,1,43.52130127,11.56849003,7500
lounge,51,456,21907,1,45.39360046,10.48223972,10900
pop,51,1066,16000,1,45.76197052,11.43605042,9500
sport,51,701,39162,1,41.80298996,12.59893036,10180
lounge,51,456,15344,1,45.77669144,9.065250397,9890
lounge,51,790,34629,1,45.46796036,9.181779861,10490
lounge,51,2131,64678,1,45.06967926,7.704919815,7490
lounge,51,640,39332,1,41.10787964,14.20880985,9400
lounge,51,397,13546,1,41.90322113,12.49565029,9550
lounge,51,701,34027,1,44.71540833,11.30830002,10500
lounge,51,821,28220,1,41.90322113,12.49565029,10400
sport,51,3166,90000,1,40.66714096,16.60445023,6500
lounge,51,701,10000,1,43.84197998,10.51531029,9800
lounge,51,456,18253,1,45.39360046,10.48223972,10900
pop,51,366,17000,1,45.0007019,7.68227005,10200
pop,51,701,56779,1,41.90322113,12.49565029,10180
lounge,51,456,11511,1,45.77669144,9.065250397,9890
lounge,51,882,33160,1,45.77899933,12.99709034,9900
lounge,51,821,30510,1,41.90322113,12.49565029,10400
lounge,51,670,42329,1,41.10787964,14.20880985,9400
pop,51,1339,32000,1,41.90322113,12.49565029,7990
lounge,51,670,34825,1,44.71540833,11.30830002,10500
lounge,51,790,26220,1,41.90322113,12.49565029,8750
lounge,51,670,28642,1,45.60982895,9.147000313,9990
lounge,51,1461,36000,1,41.90322113,12.49565029,9300
lounge,51,762,13590,1,44.50482178,11.34517956,10500
pop,51,701,39162,1,41.80298996,12.59893036,10180
lounge,51,397,18324,1,45.77669144,9.065250397,9990
lounge,51,821,18990,1,41.90322113,12.49565029,10700
lounge,51,640,38294,1,41.10787964,14.20880985,8900
pop,51,3684,116000,1,45.0007019,7.68227005,4900
lounge,51,640,33630,1,44.71540833,11.30830002,10500
lounge,51,821,26390,1,41.90322113,12.49565029,10500
lounge,51,670,28181,1,45.60982895,9.147000313,9990
lounge,51,1247,23000,1,41.90322113,12.49565029,10600
lounge,51,1035,22000,1,41.05591965,14.29944038,9500
lounge,51,4108,90000,1,45.78366852,8.967240334,5000
lounge,51,2070,114000,1,45.53659058,10.23204041,7000
lounge,51,397,18900,1,45.19216156,11.21302032,10900
lounge,51,670,30000,1,45.76464844,8.99450016,10800
lounge,51,609,44208,1,41.10787964,14.20880985,9500
lounge,51,609,114000,1,40.84590149,14.36927032,4600
lounge,51,640,33389,1,41.10787964,14.20880985,8900
sport,73,4414,190000,1,41.90322113,12.49565029,3800
pop,51,4414,119000,1,45.50133896,9.025719643,4490
lounge,51,640,41000,1,43.06753159,12.55154991,10800
pop,51,1886,33530,1,40.9921608,14.21393013,7300
lounge,51,670,30357,1,45.60982895,9.147000313,9990
pop,51,731,39900,1,45.57402039,10.00240993,9850
lounge,51,1035,25000,1,41.05591965,14.29944038,9500
pop,51,790,36060,1,45.46796036,9.181779861,9990
lounge,51,1308,49000,1,45.46796036,9.181779861,9490
lounge,51,762,41110,1,42.10424042,13.60245895,10300
pop,51,2374,108000,1,45.78366852,8.967240334,7400
lounge,51,701,39207,1,41.10787964,14.20880985,8900
pop,51,2343,82000,1,45.60697174,9.629229546,6490
pop,51,1066,66000,1,40.8401413,14.25226021,7900
pop,51,790,39144,1,45.70724869,11.4776001,9700
lounge,51,1127,24000,1,40.3579483,18.16801071,10990
lounge,51,790,30779,1,45.29212189,12.03197956,10490
lounge,51,1217,56779,1,45.66635895,12.24188995,10800
lounge,51,762,22770,1,45.53266144,9.038920403,10900
pop,51,366,17845,1,45.46796036,9.181779861,9800
lounge,51,456,11511,1,45.43610001,8.887869835,9890
pop,51,701,47600,1,41.8230896,12.80220985,8500
lounge,51,4049,158000,1,40.94717026,14.37254047,4500
lounge,51,640,32328,1,41.10787964,14.20880985,8900
pop,51,3804,110000,1,45.77658844,12.04730034,3900
lounge,51,2861,65000,1,39.69966125,9.577730179,5800
lounge,51,3684,134000,1,44.50482178,11.34517956,5500
lounge,51,1005,28000,1,44.09373856,12.39601994,9800
sport,51,4535,133900,1,44.03533173,10.13949013,5900
lounge,77,1674,32654,1,40.8401413,14.25226021,9990
lounge,51,456,14970,1,45.81475067,8.830129623,10700
lounge,51,397,18324,1,45.43610001,8.887869835,9990
lounge,74,3957,235000,1,45.96493149,12.6445303,5700
lounge,51,2739,82000,1,45.63032913,12.56696033,6900
lounge,51,397,11997,1,41.08335114,16.77858925,9999
lounge,51,366,17559,1,45.43811035,12.31814957,10800
lounge,51,366,13464,1,45.36685944,10.21848011,9699
